_id,Timeseries,Prov,OCCUPATION,Labour force,Employed,Unemployed,Unemployment rate
1323,2004,Newfoundland and Labrador, Unclassified,8.4,-,8.4,100
1324,2004,Prince Edward Island,"Total, all occupations - All skills level",75,66.6,8.4,11.2
1325,2004,Prince Edward Island, Management,6.5,6.3,0.2,3.1
1326,2004,Prince Edward Island,Professional: occupations usually require university education,9.7,9.3,0.3,3.1
1327,2004,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,23.9,22,1.9,7.9
1328,2004,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,22.9,20,2.9,12.7
1329,2004,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.1,9,2.1,18.9
1330,2004,Prince Edward Island, Unclassified,1,-,1,100
1331,2004,Nova Scotia,"Total, all occupations - All skills level",484.4,441.7,42.7,8.8
1332,2004,Nova Scotia, Management,38.2,37.3,0.9,2.4
1333,2004,Nova Scotia,Professional: occupations usually require university education,71.2,69.2,1.9,2.7
1334,2004,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,152.6,141.5,11.1,7.3
1335,2004,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,150.5,138.1,12.4,8.2
1336,2004,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,62.4,55.5,6.9,11.1
1337,2004,Nova Scotia, Unclassified,9.4,-,9.4,100
1338,2004,New Brunswick,"Total, all occupations - All skills level",385.9,348.1,37.8,9.8
1339,2004,New Brunswick, Management,27.3,26.8,0.5,1.8
1340,2004,New Brunswick,Professional: occupations usually require university education,52.1,51,1.1,2.1
1341,2004,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,119.5,110.8,8.6,7.2
1342,2004,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,126.3,114.3,12,9.5
1343,2004,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,53,45.1,7.9,14.9
1344,2004,New Brunswick, Unclassified,7.7,-,7.7,100
1345,2004,Quebec,"Total, all occupations - All skills level",4018.3,3675.8,342.5,8.5
1346,2004,Quebec, Management,359.4,350.2,9.2,2.6
1347,2004,Quebec,Professional: occupations usually require university education,624.9,606.5,18.4,2.9
1348,2004,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1231.6,1168.6,63,5.1
1349,2004,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1242,1151.9,90,7.2
1350,2004,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,445.3,398.5,46.8,10.5
1351,2004,Quebec, Unclassified,115.1,-,115.1,100
1352,2004,Ontario,"Total, all occupations - All skills level",6772.2,6314.3,457.9,6.8
1353,2004,Ontario, Management,677.4,664.9,12.5,1.8
1354,2004,Ontario,Professional: occupations usually require university education,1109.5,1081,28.5,2.6
1355,2004,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1958.9,1885.2,73.8,3.8
1356,2004,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2122.3,2008.5,113.8,5.4
1357,2004,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,743.4,674.6,68.8,9.3
1358,2004,Ontario, Unclassified,160.6,-,160.6,100
1359,2004,Manitoba,"Total, all occupations - All skills level",604.7,572.6,32.1,5.3
1360,2004,Manitoba, Management,69.1,68.1,1,1.4
1361,2004,Manitoba,Professional: occupations usually require university education,85.7,84.3,1.3,1.5
1362,2004,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,172.7,166.5,6.1,3.5
1363,2004,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,199.7,190.7,9,4.5
1364,2004,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,68.6,63,5.6,8.2
1365,2004,Manitoba, Unclassified,9,-,9,100
1366,2004,Saskatchewan,"Total, all occupations - All skills level",506.8,479.8,27,5.3
1367,2004,Saskatchewan, Management,77.9,77,0.9,1.2
1368,2004,Saskatchewan,Professional: occupations usually require university education,66.6,65.5,1.2,1.8
1369,2004,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,148.7,143.8,4.9,3.3
1370,2004,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,145.5,138.4,7.1,4.9
1371,2004,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,60.1,55.1,5,8.3
1372,2004,Saskatchewan, Unclassified,8,-,8,100
1373,2004,Alberta,"Total, all occupations - All skills level",1861.4,1774.8,86.6,4.7
1374,2004,Alberta, Management,200,197.9,2.1,1.1
1375,2004,Alberta,Professional: occupations usually require university education,269.8,263.6,6.2,2.3
1376,2004,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,633.4,614.2,19.2,3
1377,2004,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,535.9,511.7,24.2,4.5
1378,2004,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,202.2,187.4,14.8,7.3
1379,2004,Alberta, Unclassified,20,-,20,100
1380,2004,British Columbia,"Total, all occupations - All skills level",2185.9,2028.3,157.6,7.2
1381,2004,British Columbia, Management,212.8,207.4,5.4,2.5
1382,2004,British Columbia,Professional: occupations usually require university education,334,323.6,10.4,3.1
1383,2004,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,670,639.9,30.1,4.5
1384,2004,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,669.2,630.9,38.4,5.7
1385,2004,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,249.5,226.5,22.9,9.2
1386,2004,British Columbia, Unclassified,50.4,-,50.4,100
1387,2005,Canada,"Total, all occupations - All skills level",17292.1,16123.5,1168.6,6.8
1388,2005,Canada, Management,1703.7,1667.4,36.3,2.1
1389,2005,Canada,Professional: occupations usually require university education,2810.2,2748.7,61.5,2.2
1390,2005,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,5279,5066.3,212.8,4
1391,2005,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5169.1,4872.6,296.4,5.7
1392,2005,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1950.6,1768.5,182.1,9.3
1393,2005,Canada, Unclassified,379.5,-,379.5,100
1394,2005,Newfoundland and Labrador,"Total, all occupations - All skills level",250.4,212.3,38,15.2
1395,2005,Newfoundland and Labrador, Management,15.5,15.1,0,0
1396,2005,Newfoundland and Labrador,Professional: occupations usually require university education,33.8,32.5,1.4,4.1
1397,2005,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,86.2,76.4,9.8,11.4
1398,2005,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,73.7,62.8,10.8,14.7
1399,2005,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,32.4,25.5,6.9,21.3
1400,2005,Newfoundland and Labrador, Unclassified,8.7,-,8.7,100
1401,2005,Prince Edward Island,"Total, all occupations - All skills level",75.9,67.7,8.3,10.9
1402,2005,Prince Edward Island, Management,6.4,6.3,0.2,3.1
1403,2005,Prince Edward Island,Professional: occupations usually require university education,9.1,8.9,0.2,2.2
1404,2005,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,24.9,23,1.9,7.6
1405,2005,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.2,20.3,2.9,12.5
1406,2005,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.3,9.2,2.1,18.6
1407,2005,Prince Edward Island, Unclassified,1,-,1,100
1408,2005,Nova Scotia,"Total, all occupations - All skills level",482.6,442.1,40.4,8.4
1409,2005,Nova Scotia, Management,39.1,38.2,0.8,2
1410,2005,Nova Scotia,Professional: occupations usually require university education,68.1,66.2,1.9,2.8
1411,2005,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,154.8,145.5,9.3,6
1412,2005,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,150.2,138,12.2,8.1
1413,2005,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,61.8,54.2,7.6,12.3
1414,2005,Nova Scotia, Unclassified,8.6,-,8.6,100
1415,2005,New Brunswick,"Total, all occupations - All skills level",383.5,346.5,37.1,9.7
1416,2005,New Brunswick, Management,26.9,26.4,0.6,2.2
1417,2005,New Brunswick,Professional: occupations usually require university education,51.8,50.7,1.1,2.1
1418,2005,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,121.8,112.7,9.1,7.5
1419,2005,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,125.3,112.4,12.9,10.3
1420,2005,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,51.3,44.3,7,13.6
1421,2005,New Brunswick, Unclassified,6.3,-,6.3,100
1422,2005,Quebec,"Total, all occupations - All skills level",4038,3705.5,332.5,8.2
1423,2005,Quebec, Management,375.7,364.6,11.1,3
1424,2005,Quebec,Professional: occupations usually require university education,666.9,647.6,19.3,2.9
1425,2005,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1248.3,1186,62.3,5
1426,2005,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1181.5,1101.7,79.8,6.8
1427,2005,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,452.4,405.5,46.8,10.3
1428,2005,Quebec, Unclassified,113.2,-,113.2,100
1429,2005,Ontario,"Total, all occupations - All skills level",6834.1,6381,453.1,6.6
1430,2005,Ontario, Management,690.3,675.6,14.8,2.1
1431,2005,Ontario,Professional: occupations usually require university education,1161.9,1138,23.9,2.1
1432,2005,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1977,1904.4,72.6,3.7
1433,2005,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2077.9,1963.2,114.7,5.5
1434,2005,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,765.8,699.8,66.1,8.6
1435,2005,Ontario, Unclassified,161.1,-,161.1,100
1436,2005,Manitoba,"Total, all occupations - All skills level",605.2,576.5,28.6,4.7
1437,2005,Manitoba, Management,67.7,67,0.6,0.9
1438,2005,Manitoba,Professional: occupations usually require university education,90.2,89.3,0.9,1
1439,2005,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,174.3,169.6,4.8,2.8
1440,2005,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,197.1,188.6,8.5,4.3
1441,2005,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,67.4,62,5.4,8
1442,2005,Manitoba, Unclassified,8.5,-,8.5,100
1443,2005,Saskatchewan,"Total, all occupations - All skills level",507.5,481.8,25.7,5.1
1444,2005,Saskatchewan, Management,72.5,71.8,0.7,1
1445,2005,Saskatchewan,Professional: occupations usually require university education,69.7,68.5,1.2,1.7
1446,2005,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,151.4,146.9,4.5,3
1447,2005,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,146.2,139.2,7,4.8
1448,2005,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,60.9,55.4,5.4,8.9
1449,2005,Saskatchewan, Unclassified,6.9,-,6.9,100
1450,2005,Alberta,"Total, all occupations - All skills level",1895.3,1820.4,74.9,4
1451,2005,Alberta, Management,196,193.4,2.6,1.3
1452,2005,Alberta,Professional: occupations usually require university education,303.8,299.3,4.6,1.5
1453,2005,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,649.4,633.2,16.2,2.5
1454,2005,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,532,513.5,18.5,3.5
1455,2005,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,194.3,181,13.3,6.8
1456,2005,Alberta, Unclassified,19.7,-,19.7,100
1457,2005,British Columbia,"Total, all occupations - All skills level",2219.7,2089.7,130,5.9
1458,2005,British Columbia, Management,213.6,209.1,4.5,2.1
1459,2005,British Columbia,Professional: occupations usually require university education,354.8,347.8,7.1,2
1460,2005,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,691,668.6,22.4,3.2
1461,2005,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,661.9,632.8,29.1,4.4
1462,2005,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,253,231.5,21.5,8.5
1463,2005,British Columbia, Unclassified,45.5,-,45.5,100
1464,2006,Canada,"Total, all occupations - All skills level",17502.2,16396,1106.2,6.3
1465,2006,Canada, Management,1742.4,1712.1,30.3,1.7
1466,2006,Canada,Professional: occupations usually require university education,2860.1,2804.9,55.2,1.9
1467,2006,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,5366.7,5157.6,209.1,3.9
1468,2006,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5186.6,4899.4,287.2,5.5
1469,2006,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,1993.8,1822.1,171.8,8.6
1470,2006,Canada, Unclassified,352.6,-,352.6,100
1471,2006,Newfoundland and Labrador,"Total, all occupations - All skills level",251.5,214.4,37.1,14.8
1472,2006,Newfoundland and Labrador, Management,17.9,17.1,0.9,5
1473,2006,Newfoundland and Labrador,Professional: occupations usually require university education,36,34.8,1.2,3.3
1474,2006,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,81.7,72.5,9.2,11.3
1475,2006,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,71.1,61.1,10,14.1
1476,2006,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,37.2,28.9,8.3,22.3
1477,2006,Newfoundland and Labrador, Unclassified,7.6,-,7.6,100
1478,2006,Prince Edward Island,"Total, all occupations - All skills level",76.5,68,8.5,11.1
1479,2006,Prince Edward Island, Management,7.1,6.9,0.2,2.8
1480,2006,Prince Edward Island,Professional: occupations usually require university education,9.5,9.2,0.3,3.2
1481,2006,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,25.3,23.5,1.8,7.1
1482,2006,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,22.2,19.2,3,13.5
1483,2006,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.2,9.2,2,17.9
1484,2006,Prince Edward Island, Unclassified,1.2,-,1.2,100
1485,2006,Nova Scotia,"Total, all occupations - All skills level",478.9,441.1,37.9,7.9
1486,2006,Nova Scotia, Management,42.8,41.3,1.5,3.5
1487,2006,Nova Scotia,Professional: occupations usually require university education,68,66.4,1.6,2.4
1488,2006,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,145.4,136.3,9.1,6.3
1489,2006,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,152.1,141.1,11,7.2
1490,2006,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,62.6,55.9,6.6,10.5
1491,2006,Nova Scotia, Unclassified,8.1,-,8.1,100
1492,2006,New Brunswick,"Total, all occupations - All skills level",383.9,350.4,33.5,8.7
1493,2006,New Brunswick, Management,31.8,31,0.8,2.5
1494,2006,New Brunswick,Professional: occupations usually require university education,53.3,52.3,1.1,2.1
1495,2006,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,117.7,110.2,7.5,6.4
1496,2006,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,122.4,111.8,10.5,8.6
1497,2006,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,51.7,45.2,6.5,12.6
1498,2006,New Brunswick, Unclassified,7.1,-,7.1,100
1499,2006,Quebec,"Total, all occupations - All skills level",4071.5,3743.1,328.4,8.1
1500,2006,Quebec, Management,365,355.9,9.1,2.5
1501,2006,Quebec,Professional: occupations usually require university education,674.6,659.5,15,2.2
1502,2006,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1252.6,1188.4,64.2,5.1
1503,2006,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1209.9,1129.1,80.7,6.7
1504,2006,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,456.3,410.1,46.2,10.1
1505,2006,Quebec, Unclassified,113.1,-,113.1,100
1506,2006,Ontario,"Total, all occupations - All skills level",6887.1,6452.3,434.7,6.3
1507,2006,Ontario, Management,718.8,707.3,11.4,1.6
1508,2006,Ontario,Professional: occupations usually require university education,1181.1,1158.9,22.2,1.9
1509,2006,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,1988.5,1917.6,70.9,3.6
1510,2006,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2078.1,1961,117.1,5.6
1511,2006,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,770.1,707.5,62.6,8.1
1512,2006,Ontario, Unclassified,150.5,-,150.5,100
1513,2006,Manitoba,"Total, all occupations - All skills level",609.6,583.2,26.4,4.3
1514,2006,Manitoba, Management,63,62.6,0,0
1515,2006,Manitoba,Professional: occupations usually require university education,90.3,89,1.3,1.4
1516,2006,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,179.2,174.4,4.8,2.7
1517,2006,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,199.3,192.3,7,3.5
1518,2006,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,69.9,64.9,5,7.2
1519,2006,Manitoba, Unclassified,7.9,-,7.9,100
1520,2006,Saskatchewan,"Total, all occupations - All skills level",515,491,24.1,4.7
1521,2006,Saskatchewan, Management,74.4,73.7,0.7,0.9
1522,2006,Saskatchewan,Professional: occupations usually require university education,71.3,69.8,1.4,2
1523,2006,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,153,148.4,4.6,3
1524,2006,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,149,142.4,6.6,4.4
1525,2006,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,60.9,56.6,4.3,7.1
1526,2006,Saskatchewan, Unclassified,6.5,-,6.5,100
1527,2006,Alberta,"Total, all occupations - All skills level",1980.1,1911.6,68.5,3.5
1528,2006,Alberta, Management,198.7,197.2,1.5,0.8
1529,2006,Alberta,Professional: occupations usually require university education,313.7,309.1,4.5,1.4
1530,2006,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,695.2,679.7,15.5,2.2
1531,2006,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,546.4,528.8,17.6,3.2
1532,2006,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,210.1,196.7,13.4,6.4
1533,2006,Alberta, Unclassified,16,-,16,100
1534,2006,British Columbia,"Total, all occupations - All skills level",2248.1,2140.8,107.2,4.8
1535,2006,British Columbia, Management,222.9,219.1,3.8,1.7
1536,2006,British Columbia,Professional: occupations usually require university education,362.4,355.8,6.6,1.8
1537,2006,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,728.1,706.6,21.6,3
1538,2006,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,636.1,612.4,23.7,3.7
1539,2006,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,263.8,247,16.7,6.3
1540,2006,British Columbia, Unclassified,34.7,-,34.7,100
1541,2007,Canada,"Total, all occupations - All skills level",17846.5,16769.3,1077.2,6
1542,2007,Canada, Management,1732.9,1706.8,26.1,1.5
1543,2007,Canada,Professional: occupations usually require university education,2986.9,2930.4,56.5,1.9
1544,2007,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,5506.8,5292.6,214.2,3.9
1545,2007,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5288.7,5000.8,287.9,5.4
1546,2007,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,2009.9,1838.7,171.1,8.5
1547,2007,Canada, Unclassified,321.4,-,321.4,100
1548,2007,Newfoundland and Labrador,"Total, all occupations - All skills level",251,217,34,13.5
1549,2007,Newfoundland and Labrador, Management,20.9,20.4,0.6,2.9
1550,2007,Newfoundland and Labrador,Professional: occupations usually require university education,35.4,34.2,1.2,3.4
1551,2007,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,85.3,75.8,9.5,11.1
1552,2007,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,68.4,58.5,9.9,14.5
1553,2007,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,34.9,28.2,6.7,19.2
1554,2007,Newfoundland and Labrador, Unclassified,6,-,6,100
1555,2007,Prince Edward Island,"Total, all occupations - All skills level",76.2,68.4,7.8,10.2
1556,2007,Prince Edward Island, Management,7.2,7.1,0,0
1557,2007,Prince Edward Island,Professional: occupations usually require university education,9.7,9.4,0.3,3.1
1558,2007,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,23.5,22,1.5,6.4
1559,2007,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.2,20.4,2.8,12.1
1560,2007,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.9,9.7,2.2,18.5
1561,2007,Prince Edward Island, Unclassified,0.9,-,0.9,100
1562,2007,Nova Scotia,"Total, all occupations - All skills level",486.1,447.3,38.8,8
1563,2007,Nova Scotia, Management,42.8,41.9,0.9,2.1
1564,2007,Nova Scotia,Professional: occupations usually require university education,71.6,70.1,1.5,2.1
1565,2007,Nova Scotia,NOC skill level B: occupations usually require college education or apprenticeship training,149,139.8,9.2,6.2
1566,2007,Nova Scotia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,151.5,139.5,12,7.9
1567,2007,Nova Scotia,NOC skill level D: on-the-job training is usually provided for these occupations,62.2,56,6.2,10
1568,2007,Nova Scotia, Unclassified,9,-,9,100
1569,2007,New Brunswick,"Total, all occupations - All skills level",386.6,357.6,28.9,7.5
1570,2007,New Brunswick, Management,32.3,31.8,0.5,1.5
1571,2007,New Brunswick,Professional: occupations usually require university education,58.1,56.9,1.1,1.9
1572,2007,New Brunswick,NOC skill level B: occupations usually require college education or apprenticeship training,119.7,112.8,6.9,5.8
1573,2007,New Brunswick,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,121.9,112.2,9.7,8
1574,2007,New Brunswick,NOC skill level D: on-the-job training is usually provided for these occupations,49.6,43.9,5.8,11.7
1575,2007,New Brunswick, Unclassified,4.9,-,4.9,100
1576,2007,Quebec,"Total, all occupations - All skills level",4139.9,3839.2,300.7,7.3
1577,2007,Quebec, Management,373.3,365,8.3,2.2
1578,2007,Quebec,Professional: occupations usually require university education,699,684,14.9,2.1
1579,2007,Quebec,NOC skill level B: occupations usually require college education or apprenticeship training,1270.3,1205.9,64.4,5.1
1580,2007,Quebec,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,1237.4,1164.9,72.5,5.9
1581,2007,Quebec,NOC skill level D: on-the-job training is usually provided for these occupations,464.8,419.4,45.4,9.8
1582,2007,Quebec, Unclassified,95.1,-,95.1,100
1583,2007,Ontario,"Total, all occupations - All skills level",6991.8,6545.5,446.3,6.4
1584,2007,Ontario, Management,698.9,687.7,11.2,1.6
1585,2007,Ontario,Professional: occupations usually require university education,1240.5,1215.4,25.1,2
1586,2007,Ontario,NOC skill level B: occupations usually require college education or apprenticeship training,2034.4,1959.3,75,3.7
1587,2007,Ontario,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,2091.9,1969.3,122.6,5.9
1588,2007,Ontario,NOC skill level D: on-the-job training is usually provided for these occupations,779.5,713.8,65.8,8.4
1589,2007,Ontario, Unclassified,146.6,-,146.6,100
1590,2007,Manitoba,"Total, all occupations - All skills level",620,592.5,27.5,4.4
1591,2007,Manitoba, Management,63,62.4,0.6,1
1592,2007,Manitoba,Professional: occupations usually require university education,93.9,92.6,1.3,1.4
1593,2007,Manitoba,NOC skill level B: occupations usually require college education or apprenticeship training,183.1,178,5.1,2.8
1594,2007,Manitoba,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,203,194.8,8.2,4
1595,2007,Manitoba,NOC skill level D: on-the-job training is usually provided for these occupations,69.4,64.6,4.8,6.9
1596,2007,Manitoba, Unclassified,7.5,-,7.5,100
1597,2007,Saskatchewan,"Total, all occupations - All skills level",527.2,504.9,22.3,4.2
1598,2007,Saskatchewan, Management,70.7,70.4,0,0
1599,2007,Saskatchewan,Professional: occupations usually require university education,72.3,71.3,1,1.4
1600,2007,Saskatchewan,NOC skill level B: occupations usually require college education or apprenticeship training,160.6,156.1,4.6,2.9
1601,2007,Saskatchewan,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,157.7,150.8,6.9,4.4
1602,2007,Saskatchewan,NOC skill level D: on-the-job training is usually provided for these occupations,60.6,56.3,4.3,7.1
1603,2007,Saskatchewan, Unclassified,5.3,-,5.3,100
1604,2007,Alberta,"Total, all occupations - All skills level",2063.7,1991,72.7,3.5
1605,2007,Alberta, Management,199.8,198.5,0,0
1606,2007,Alberta,Professional: occupations usually require university education,328.3,323.7,4.6,1.4
1607,2007,Alberta,NOC skill level B: occupations usually require college education or apprenticeship training,744.5,727.1,17.4,2.3
1608,2007,Alberta,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,564.6,544.8,19.9,3.5
1609,2007,Alberta,NOC skill level D: on-the-job training is usually provided for these occupations,210.8,196.9,13.8,6.5
1610,2007,Alberta, Unclassified,15.7,-,15.7,100
1611,2007,British Columbia,"Total, all occupations - All skills level",2304.1,2206,98.2,4.3
1612,2007,British Columbia, Management,224,221.8,2.2,1
1613,2007,British Columbia,Professional: occupations usually require university education,378.2,372.8,5.5,1.5
1614,2007,British Columbia,NOC skill level B: occupations usually require college education or apprenticeship training,736.4,715.9,20.6,2.8
1615,2007,British Columbia,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,668.9,645.5,23.4,3.5
1616,2007,British Columbia,NOC skill level D: on-the-job training is usually provided for these occupations,266.1,250,16.1,6.1
1617,2007,British Columbia, Unclassified,30.5,-,30.5,100
1618,2008,Canada,"Total, all occupations - All skills level",18122.4,17010.2,1112.2,6.1
1619,2008,Canada, Management,1811.3,1780.3,31.1,1.7
1620,2008,Canada,Professional: occupations usually require university education,3033.3,2974.7,58.6,1.9
1621,2008,Canada,NOC skill level B: occupations usually require college education or apprenticeship training,5697.5,5480.6,216.9,3.8
1622,2008,Canada,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,5213.5,4927.9,285.6,5.5
1623,2008,Canada,NOC skill level D: on-the-job training is usually provided for these occupations,2030.6,1846.8,183.8,9.1
1624,2008,Canada, Unclassified,336.2,-,336.2,100
1625,2008,Newfoundland and Labrador,"Total, all occupations - All skills level",255.2,221.1,34,13.3
1626,2008,Newfoundland and Labrador, Management,21.5,21,0.5,2.3
1627,2008,Newfoundland and Labrador,Professional: occupations usually require university education,35.5,34.2,1.3,3.7
1628,2008,Newfoundland and Labrador,NOC skill level B: occupations usually require college education or apprenticeship training,86.3,76.9,9.4,10.9
1629,2008,Newfoundland and Labrador,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,69.9,60.5,9.4,13.4
1630,2008,Newfoundland and Labrador,NOC skill level D: on-the-job training is usually provided for these occupations,35.8,28.5,7.3,20.4
1631,2008,Newfoundland and Labrador, Unclassified,6.1,-,6.1,100
1632,2008,Prince Edward Island,"Total, all occupations - All skills level",77.3,69,8.4,10.9
1633,2008,Prince Edward Island, Management,7.3,7.2,0,0
1634,2008,Prince Edward Island,Professional: occupations usually require university education,10.3,10.1,0.2,1.9
1635,2008,Prince Edward Island,NOC skill level B: occupations usually require college education or apprenticeship training,23.3,21.5,1.7,7.3
1636,2008,Prince Edward Island,NOC skill level C: occupations usually require secondary school and/or occupation-specific training,23.8,20.7,3.1,13
1637,2008,Prince Edward Island,NOC skill level D: on-the-job training is usually provided for these occupations,11.7,9.5,2.2,18.8
